"US general imports, monthly, HS10 line items. Source: US Census Bureau international trade API (api.census.gov), pulled 2026-09. Unit value = customs value / quantity. Customs value excludes duty, freight and insurance.",,,,,,,,,,,
month,hts10,commodity,group,census_description,customs_value_usd,quantity,unit,unit_value_usd_per_unit,china_value_usd,china_quantity,china_share_of_value_pct
2023-04,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,21464372,47889,T,448.2109,,,
2023-05,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,9142926,20678,T,442.1572,,,
2023-06,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,7839747,17853,T,439.1277,,,
2023-07,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,19938219,43611,T,457.1833,,,
2023-08,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,4042017,8505,T,475.2519,,,
2023-09,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,14380917,34648,T,415.0576,,,
2023-10,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,25037278,55316,T,452.6227,,,
2023-11,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,12665270,31902,T,397.0055,,,
2023-12,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,6890058,15698,T,438.9131,,,
2024-01,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,19963245,41867,T,476.8253,,,
2024-02,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,20348590,42973,T,473.5203,,,
2024-03,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,19702727,42324,T,465.5214,,,
2024-04,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,704779,1350,T,522.0585,,,
2024-05,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,12191452,26667,T,457.1737,,,
2024-06,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,6888794,15754,T,437.2727,,,
2024-07,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,14696743,31184,T,471.2911,,,
2024-08,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,22118508,45335,T,487.8903,,,
2024-09,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,2996897,6356,T,471.5068,,,
2024-10,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,8676301,19433,T,446.4725,,,
2024-11,2529220000,fluorspar (>97%),control (never restricted),FLUORSPAR CONTAINING BY WEIGHT MORE THAN 97 PERCENT OF CALCIUM FLUORIDE,18764481,41169,T,455.7915,,,
